component_id,date,component_name,type,language,category,license,author,ecosystem,downloads,stars,forks,contributors,open_issues,closed_issues,pull_requests,merged_prs,dependents,usage_growth,market_share,commits,releases,versions,has_new_release,quality_score,documentation_score,community_score,maturity_score,language_trend,category_trend,ecosystem_health,seasonality,hype_factor,future_downloads_3m,future_downloads_6m,future_downloads_12m,growth_rate_3m,growth_rate_6m,will_grow,downloads_ma3,downloads_ma6,growth_acceleration,momentum_score,relative_popularity
486,2022-03-01,template-1486-api,Template,Go,Caching,ISC,Eclipse Foundation,Go Modules,44,4092,466,16,54,184,34,25,2525,0.062,0.059,150,0,1,0,0.603,0.755,1.000,0.550,1.045,0.994,0.994,1.100,1.000,41,26,26,-0.071,-0.400,0,38,0,0.000,0.353,0.004
486,2022-04-01,template-1486-api,Template,Go,Caching,ISC,Eclipse Foundation,Go Modules,39,4051,460,16,43,149,22,19,2525,0.007,0.045,98,0,1,0,0.623,0.762,1.000,0.550,1.060,0.980,0.983,1.073,1.000,42,29,27,0.079,-0.265,0,40,0,0.000,-0.182,0.004
486,2022-05-01,template-1486-api,Template,Go,Caching,ISC,Eclipse Foundation,Go Modules,42,4010,417,16,55,180,26,21,2527,0.074,0.038,122,0,1,0,0.602,0.768,1.000,0.550,1.075,0.989,0.998,1.000,1.000,39,24,29,-0.075,-0.419,0,41,0,0.000,0.121,0.004
486,2022-06-01,template-1486-api,Template,Go,Caching,ISC,Eclipse Foundation,Go Modules,41,3970,436,16,39,135,19,16,2528,-0.025,0.031,76,0,1,0,0.632,0.772,1.000,0.550,1.090,0.981,1.018,0.900,1.000,26,23,28,-0.353,-0.434,0,40,39,0.000,-0.040,0.004
486,2022-07-01,template-1486-api,Template,Go,Caching,ISC,Eclipse Foundation,Go Modules,42,3930,418,16,43,169,22,16,2526,0.030,0.053,91,0,1,0,0.630,0.774,1.000,0.550,1.105,0.996,1.021,0.800,1.000,29,23,30,-0.318,-0.440,0,41,40,-0.102,0.049,0.004
486,2022-08-01,template-1486-api,Template,Go,Caching,ISC,Eclipse Foundation,Go Modules,39,3942,430,16,53,169,17,12,2526,-0.078,0.018,75,0,1,0,0.612,0.773,1.000,0.550,1.120,0.981,1.081,0.727,1.000,24,23,20,-0.372,-0.401,0,40,41,-0.231,-0.125,0.004
486,2022-09-01,template-1486-api,Template,Go,Caching,ISC,Eclipse Foundation,Go Modules,26,3902,467,16,54,176,21,15,2521,-0.172,0.050,88,0,1,0,0.621,0.770,1.000,0.550,1.135,0.992,1.043,0.700,1.000,23,26,20,-0.124,-0.008,0,36,38,-0.282,-0.458,0.003
486,2022-10-01,template-1486-api,Template,Go,Caching,ISC,Eclipse Foundation,Go Modules,29,3863,394,16,44,135,17,12,2514,-0.107,0.023,70,0,1,0,0.638,0.766,1.000,0.550,1.150,0.986,1.084,0.727,1.000,23,27,21,-0.179,-0.050,0,31,36,-0.397,0.126,0.003
486,2022-11-01,template-1486-api,Template,Go,Caching,ISC,Eclipse Foundation,Go Modules,24,4190,436,16,41,162,20,16,2504,-0.150,0.044,101,0,1,0,0.643,0.759,1.000,0.550,1.165,0.993,1.025,0.800,1.000,23,29,18,-0.047,0.205,1,26,33,-0.297,-0.211,0.002
486,2022-12-01,template-1486-api,Template,Go,Caching,ISC,Eclipse Foundation,Go Modules,23,4148,455,16,42,157,20,16,2494,-0.050,0.044,83,0,1,0,0.649,0.751,1.000,0.550,1.180,1.000,1.043,0.900,1.000,26,28,18,0.132,0.234,1,25,30,0.230,-0.069,0.002
486,2023-01-01,template-1486-api,Template,Go,Caching,ISC,Eclipse Foundation,Go Modules,23,4107,439,16,53,167,18,12,2484,0.018,0.011,76,0,1,0,0.602,0.742,1.000,0.550,1.015,1.010,0.901,1.000,1.000,27,30,23,0.157,0.260,1,24,27,0.140,0.025,0.002
486,2023-02-01,template-1486-api,Template,Go,Caching,ISC,Eclipse Foundation,Go Modules,23,4339,501,18,60,181,17,15,2474,-0.014,0.035,75,0,1,0,0.635,0.733,1.000,0.550,1.030,0.990,0.873,1.073,1.000,29,20,23,0.264,-0.120,0,23,25,0.325,-0.019,0.002
486,2023-03-01,template-1486-api,Template,Go,Caching,ISC,Eclipse Foundation,Go Modules,26,4296,479,18,43,172,13,10,2466,0.128,0.035,63,0,1,0,0.618,0.724,1.000,0.550,1.045,1.009,0.962,1.100,1.000,28,20,26,0.089,-0.252,0,24,25,0.256,0.183,0.003
486,2023-04-01,template-1486-api,Template,Go,Caching,ISC,Eclipse Foundation,Go Modules,27,4345,481,18,59,214,16,14,2458,0.040,0.045,73,0,1,0,0.584,0.716,1.000,0.550,1.060,0.994,0.933,1.073,1.000,30,21,27,0.089,-0.230,0,25,24,0.336,0.058,0.003
486,2023-05-01,template-1486-api,Template,Go,Caching,ISC,Eclipse Foundation,Go Modules,29,4302,467,18,45,162,14,12,2452,0.077,0.028,73,0,1,0,0.607,0.709,1.000,0.550,1.075,1.019,1.046,1.000,1.000,20,18,29,-0.304,-0.371,0,27,25,0.310,0.115,0.003
486,2023-06-01,template-1486-api,Template,Go,Caching,ISC,Eclipse Foundation,Go Modules,28,4259,484,18,46,176,12,9,2446,0.010,0.024,58,0,1,0,0.585,0.704,1.000,0.550,1.090,0.998,0.984,0.900,1.000,20,18,28,-0.313,-0.376,0,28,26,-0.043,-0.041,0.003
486,2023-07-01,template-1486-api,Template,Go,Caching,ISC,Eclipse Foundation,Go Modules,30,4216,445,18,45,142,15,10,2440,0.001,0.022,58,0,1,0,0.592,0.701,1.000,0.550,1.105,0.999,0.989,0.800,1.000,21,30,30,-0.293,0.000,0,29,27,-0.068,0.059,0.003
486,2023-08-01,template-1486-api,Template,Go,Caching,ISC,Eclipse Foundation,Go Modules,20,4174,511,17,59,181,14,12,2431,-0.140,0.054,63,0,1,0,0.584,0.700,1.000,0.550,1.120,0.983,1.001,0.727,1.000,18,20,20,-0.097,0.000,0,26,27,-0.568,-0.413,0.002
486,2023-09-01,template-1486-api,Template,Go,Caching,ISC,Eclipse Foundation,Go Modules,20,4132,465,17,51,168,25,19,2421,-0.085,0.046,105,0,1,0,0.580,0.702,1.000,0.550,1.135,1.010,1.047,0.700,1.000,18,20,20,-0.092,0.000,0,23,26,-0.402,-0.053,0.002
486,2023-10-01,template-1486-api,Template,Go,Caching,ISC,Eclipse Foundation,Go Modules,21,4091,487,16,53,183,11,8,2410,-0.101,0.042,54,0,1,0,0.538,0.705,1.000,0.550,1.150,1.004,1.098,0.727,1.000,21,21,21,0.000,0.000,0,20,25,-0.382,0.094,0.002
486,2023-11-01,template-1486-api,Template,Go,Caching,ISC,Eclipse Foundation,Go Modules,18,4180,456,16,54,173,13,10,2397,-0.120,0.054,52,0,1,0,0.528,0.711,1.000,0.550,1.165,0.990,1.050,0.800,1.000,18,18,18,0.000,0.000,0,20,23,0.207,-0.154,0.002
486,2023-12-01,template-1486-api,Template,Go,Caching,ISC,Eclipse Foundation,Go Modules,18,4138,419,16,45,137,10,7,2383,-0.102,0.057,43,3,4,1,0.529,0.718,1.000,0.550,1.180,0.988,1.023,0.900,1.000,18,18,18,0.000,0.000,0,19,21,0.221,-0.046,0.002
487,2022-01-01,mini-plugin-1487-api,Plugin,Kotlin,Build Tool,MPL-2.0,Eclipse Foundation,Maven Central,39,2527,291,11,37,131,15,12,4120,0.000,0.016,67,1,2,1,0.860,0.556,1.000,0.550,1.012,0.999,0.840,1.000,1.000,63,74,93,0.620,0.928,1,0,0,0.000,0.000,0.004
487,2022-02-01,mini-plugin-1487-api,Plugin,Kotlin,Build Tool,MPL-2.0,Eclipse Foundation,Maven Central,44,2857,367,11,41,132,14,11,4125,0.136,0.036,66,2,4,1,0.840,0.563,1.000,0.550,1.024,1.000,0.898,1.073,1.000,78,75,108,0.785,0.706,1,0,0,0.000,0.224,0.004
487,2022-03-01,mini-plugin-1487-api,Plugin,Kotlin,Build Tool,MPL-2.0,Eclipse Foundation,Maven Central,53,2829,333,11,44,167,14,12,4140,0.215,0.024,72,0,4,0,0.858,0.569,1.000,0.550,1.036,0.993,0.994,1.100,1.000,81,68,126,0.514,0.284,1,45,0,0.000,0.372,0.005
487,2022-04-01,mini-plugin-1487-api,Plugin,Kotlin,Build Tool,MPL-2.0,Eclipse Foundation,Maven Central,63,2801,338,11,47,173,17,14,4165,0.175,0.012,80,0,4,0,0.898,0.575,1.000,0.550,1.048,0.994,0.983,1.073,1.000,74,76,147,0.190,0.216,1,53,0,0.000,0.315,0.006
487,2022-05-01,mini-plugin-1487-api,Plugin,Kotlin,Build Tool,MPL-2.0,Eclipse Foundation,Maven Central,78,2773,328,11,43,168,19,14,4207,0.251,0.051,79,0,4,0,0.869,0.579,1.000,0.550,1.060,1.008,0.998,1.000,1.000,75,71,177,-0.044,-0.093,0,65,0,0.000,0.476,0.008
487,2022-06-01,mini-plugin-1487-api,Plugin,Kotlin,Build Tool,MPL-2.0,Eclipse Foundation,Maven Central,81,2905,366,11,36,111,14,10,4251,0.031,0.013,69,0,4,0,0.907,0.582,1.000,0.550,1.072,0.993,1.018,0.900,1.000,68,83,208,-0.152,0.030,0,74,59,0.000,0.059,0.008
487,2022-07-01,mini-plugin-1487-api,Plugin,Kotlin,Build Tool,MPL-2.0,Eclipse Foundation,Maven Central,74,2876,319,11,29,108,15,11,4301,0.045,0.033,66,0,4,0,0.927,0.583,1.000,0.550,1.084,0.997,1.021,0.800,1.000,76,93,231,0.022,0.249,1,78,65,-0.430,-0.144,0.007
487,2022-08-01,mini-plugin-1487-api,Plugin,Kotlin,Build Tool,MPL-2.0,Eclipse Foundation,Maven Central,75,2866,324,13,41,166,16,11,4341,-0.113,0.026,65,0,4,0,0.888,0.583,1.000,0.550,1.096,1.013,1.081,0.727,1.000,71,108,242,-0.051,0.451,1,77,71,-0.829,0.009,0.007
487,2022-09-01,mini-plugin-1487-api,Plugin,Kotlin,Build Tool,MPL-2.0,Eclipse Foundation,Maven Central,68,2837,381,13,38,135,22,17,4374,-0.085,0.030,92,2,6,1,0.924,0.581,1.000,0.550,1.108,0.987,1.043,0.700,1.000,83,126,168,0.215,0.844,1,72,73,-0.666,-0.157,0.007
487,2022-10-01,mini-plugin-1487-api,Plugin,Kotlin,Build Tool,MPL-2.0,Eclipse Foundation,Maven Central,76,2809,289,13,38,140,15,12,4416,0.112,0.057,59,1,7,1,0.896,0.577,1.000,0.550,1.120,1.005,1.084,0.727,1.000,93,147,213,0.222,0.928,1,73,75,-0.168,0.211,0.008
487,2022-11-01,mini-plugin-1487-api,Plugin,Kotlin,Build Tool,MPL-2.0,Eclipse Foundation,Maven Central,71,2781,283,13,28,96,15,11,4455,0.004,0.035,56,0,7,0,0.924,0.572,1.000,0.550,1.132,1.002,1.025,0.800,1.000,108,177,217,0.528,1.499,1,72,74,-0.006,-0.123,0.007
487,2022-12-01,mini-plugin-1487-api,Plugin,Kotlin,Build Tool,MPL-2.0,Eclipse Foundation,Maven Central,83,2753,329,13,41,133,11,7,4506,0.088,0.011,54,0,7,0,0.913,0.566,1.000,0.550,1.144,0.999,1.043,0.900,1.000,126,208,216,0.518,1.503,1,77,75,0.367,0.327,0.008
487,2023-01-01,mini-plugin-1487-api,Plugin,Kotlin,Build Tool,MPL-2.0,Eclipse Foundation,Maven Central,93,2725,276,13,45,142,10,8,4569,0.119,0.037,46,0,7,0,0.888,0.560,1.000,0.550,1.012,0.990,0.901,1.000,1.000,147,231,93,0.578,1.486,1,82,78,0.200,0.234,0.009
487,2023-02-01,mini-plugin-1487-api,Plugin,Kotlin,Build Tool,MPL-2.0,Eclipse Foundation,Maven Central,108,2698,363,13,26,127,11,7,4651,0.167,0.033,40,3,10,1,0.916,0.553,1.000,0.550,1.024,1.003,0.873,1.073,1.000,177,242,108,0.636,1.228,1,95,83,0.578,0.341,0.011
487,2023-03-01,mini-plugin-1487-api,Plugin,Kotlin,Build Tool,MPL-2.0,Eclipse Foundation,Maven Central,126,2671,308,15,29,87,12,10,4756,0.163,0.039,42,0,10,0,0.896,0.546,1.000,0.550,1.036,0.999,0.962,1.100,1.000,208,168,126,0.649,0.330,1,109,93,0.304,0.343,0.012
487,2023-04-01,mini-plugin-1487-api,Plugin,Kotlin,Build Tool,MPL-2.0,Eclipse Foundation,Maven Central,147,2734,277,15,41,126,11,9,4889,0.163,0.050,35,0,10,0,0.874,0.540,1.000,0.550,1.048,0.995,0.933,1.073,1.000,231,213,147,0.575,0.456,1,127,105,0.356,0.353,0.014
487,2023-05-01,mini-plugin-1487-api,Plugin,Kotlin,Build Tool,MPL-2.0,Eclipse Foundation,Maven Central,177,2807,362,15,30,129,18,14,5064,0.210,0.035,78,0,10,0,0.869,0.535,1.000,0.550,1.060,0.984,1.046,1.000,1.000,242,217,177,0.362,0.224,1,150,122,0.108,0.472,0.017
487,2023-06-01,mini-plugin-1487-api,Plugin,Kotlin,Build Tool,MPL-2.0,Eclipse Foundation,Maven Central,208,2778,330,15,39,134,14,12,5286,0.172,0.042,52,0,10,0,0.886,0.531,1.000,0.550,1.072,1.011,0.984,0.900,1.000,168,216,208,-0.194,0.041,0,177,143,0.130,0.399,0.020
487,2023-07-01,mini-plugin-1487-api,Plugin,Kotlin,Build Tool,MPL-2.0,Eclipse Foundation,Maven Central,231,2751,358,15,41,140,9,6,5549,0.111,0.047,47,3,13,1,0.861,0.528,1.000,0.550,1.084,0.985,0.989,0.800,1.000,213,231,231,-0.076,0.000,0,205,166,-0.003,0.263,0.023
487,2023-08-01,mini-plugin-1487-api,Plugin,Kotlin,Build Tool,MPL-2.0,Eclipse Foundation,Maven Central,242,2723,294,15,32,101,15,10,5840,0.046,0.032,66,0,13,0,0.853,0.528,1.000,0.550,1.096,1.014,1.001,0.727,1.000,217,242,242,-0.102,0.000,0,227,188,-0.273,0.110,0.024
487,2023-09-01,mini-plugin-1487-api,Plugin,Kotlin,Build Tool,MPL-2.0,Eclipse Foundation,Maven Central,168,2696,340,15,38,139,16,11,6100,-0.129,0.051,77,0,13,0,0.812,0.529,1.000,0.550,1.108,0.981,1.047,0.700,1.000,216,168,168,0.290,0.000,0,213,195,-0.842,-0.682,0.016
487,2023-10-01,mini-plugin-1487-api,Plugin,Kotlin,Build Tool,MPL-2.0,Eclipse Foundation,Maven Central,213,2669,274,15,42,146,13,10,6376,0.014,0.035,59,0,13,0,0.823,0.532,1.000,0.550,1.120,0.992,1.098,0.727,1.000,213,213,213,0.000,0.000,0,208,206,-0.651,0.638,0.021
487,2023-11-01,mini-plugin-1487-api,Plugin,Kotlin,Build Tool,MPL-2.0,Eclipse Foundation,Maven Central,217,2642,278,17,28,121,15,11,6670,0.016,0.014,66,1,14,1,0.816,0.536,1.000,0.550,1.132,1.007,1.050,0.800,1.000,217,217,217,0.000,0.000,0,199,213,-0.464,0.039,0.021
487,2023-12-01,mini-plugin-1487-api,Plugin,Kotlin,Build Tool,MPL-2.0,Eclipse Foundation,Maven Central,216,2779,346,17,32,133,17,13,6977,-0.003,0.030,65,0,14,0,0.787,0.542,1.000,0.550,1.144,1.004,1.023,0.900,1.000,216,216,216,0.000,0.000,0,216,214,0.484,-0.008,0.021
488,2022-01-01,light-logging-spring-boot-starter,Middleware,Kotlin,Logging,BSD-3-Clause,Amazon,Maven Central,61,4259,449,10,43,136,17,12,245,0.000,0.053,75,0,1,0,0.571,0.394,1.000,0.550,1.012,1.002,0.840,1.000,1.000,109,132,111,0.780,1.164,1,0,0,0.000,0.000,0.006
488,2022-02-01,light-logging-spring-boot-starter,Middleware,Kotlin,Logging,BSD-3-Clause,Amazon,Maven Central,66,4216,476,10,45,136,17,14,245,0.113,0.015,71,0,1,0,0.604,0.399,1.000,0.550,1.024,0.982,0.898,1.073,1.000,124,124,111,0.888,0.883,1,0,0,0.000,0.144,0.007
488,2022-03-01,light-logging-spring-boot-starter,Middleware,Kotlin,Logging,BSD-3-Clause,Amazon,Maven Central,78,4174,495,10,42,157,19,16,245,0.152,0.017,80,0,1,0,0.607,0.403,1.000,0.550,1.036,1.000,0.994,1.100,1.000,132,115,140,0.693,0.466,1,68,0,0.000,0.357,0.008
488,2022-04-01,light-logging-spring-boot-starter,Middleware,Kotlin,Logging,BSD-3-Clause,Amazon,Maven Central,109,4132,440,10,51,184,15,13,246,0.389,0.053,78,1,2,1,0.600,0.407,1.000,0.550,1.048,1.005,0.983,1.073,1.000,132,112,161,0.216,0.030,0,84,0,0.000,0.793,0.011
488,2022-05-01,light-logging-spring-boot-starter,Middleware,Kotlin,Logging,BSD-3-Clause,Amazon,Maven Central,124,4091,508,10,42,157,22,16,248,0.095,0.046,91,0,2,0,0.612,0.411,1.000,0.550,1.060,0.988,0.998,1.000,1.000,124,117,164,-0.003,-0.060,0,104,0,0.000,0.303,0.012
488,2022-06-01,light-logging-spring-boot-starter,Middleware,Kotlin,Logging,BSD-3-Clause,Amazon,Maven Central,132,4122,473,10,56,210,20,16,250,0.113,0.057,80,0,2,0,0.624,0.413,1.000,0.550,1.072,0.998,1.018,0.900,1.000,115,114,165,-0.134,-0.136,0,122,95,0.000,0.138,0.013
488,2022-07-01,light-logging-spring-boot-starter,Middleware,Kotlin,Logging,BSD-3-Clause,Amazon,Maven Central,132,4103,507,10,50,158,16,12,252,-0.002,0.044,84,0,2,0,0.643,0.414,1.000,0.550,1.084,1.015,1.021,0.800,1.000,112,111,183,-0.153,-0.159,0,130,107,-0.564,-0.005,0.013
488,2022-08-01,light-logging-spring-boot-starter,Middleware,Kotlin,Logging,BSD-3-Clause,Amazon,Maven Central,124,4232,445,10,56,203,16,13,252,-0.061,0.055,73,0,2,0,0.659,0.413,1.000,0.550,1.096,0.991,1.081,0.727,1.000,117,111,180,-0.057,-0.105,0,130,117,-0.891,-0.129,0.012
488,2022-09-01,light-logging-spring-boot-starter,Middleware,Kotlin,Logging,BSD-3-Clause,Amazon,Maven Central,115,4189,451,10,55,206,25,21,254,-0.075,0.027,119,0,2,0,0.622,0.412,1.000,0.550,1.108,1.016,1.043,0.700,1.000,114,140,137,-0.003,0.217,1,124,123,-0.826,-0.154,0.011
488,2022-10-01,light-logging-spring-boot-starter,Middleware,Kotlin,Logging,BSD-3-Clause,Amazon,Maven Central,112,4147,486,10,51,168,15,10,256,0.091,0.019,59,0,2,0,0.655,0.409,1.000,0.550,1.120,1.014,1.084,0.727,1.000,111,161,161,-0.008,0.438,1,117,123,-0.369,-0.050,0.011
488,2022-11-01,light-logging-spring-boot-starter,Middleware,Kotlin,Logging,BSD-3-Clause,Amazon,Maven Central,117,4106,419,11,56,202,18,13,258,-0.066,0.042,88,0,2,0,0.664,0.406,1.000,0.550,1.132,1.004,1.025,0.800,1.000,111,164,169,-0.050,0.406,1,115,122,-0.055,0.092,0.012
488,2022-12-01,light-logging-spring-boot-starter,Middleware,Kotlin,Logging,BSD-3-Clause,Amazon,Maven Central,114,4065,455,11,48,167,13,11,256,-0.022,0.021,67,1,3,1,0.669,0.402,1.000,0.550,1.144,0.995,1.043,0.900,1.000,140,165,174,0.220,0.446,1,114,119,0.131,-0.045,0.011
488,2023-01-01,light-logging-spring-boot-starter,Middleware,Kotlin,Logging,BSD-3-Clause,Amazon,Maven Central,111,4024,454,13,59,187,18,15,258,-0.029,0.058,85,0,3,0,0.656,0.397,1.000,0.550,1.012,1.001,0.901,1.000,1.000,161,183,111,0.449,0.651,1,114,116,0.145,-0.060,0.011
488,2023-02-01,light-logging-spring-boot-starter,Middleware,Kotlin,Logging,BSD-3-Clause,Amazon,Maven Central,111,3984,489,13,39,155,12,9,260,0.026,0.031,43,1,4,1,0.639,0.392,1.000,0.550,1.024,1.015,0.873,1.073,1.000,164,180,111,0.480,0.625,1,112,113,0.007,-0.000,0.011
488,2023-03-01,light-logging-spring-boot-starter,Middleware,Kotlin,Logging,BSD-3-Clause,Amazon,Maven Central,140,3944,469,16,55,171,10,8,262,0.138,0.014,42,0,4,0,0.634,0.387,1.000,0.550,1.036,0.982,0.962,1.100,1.000,165,137,140,0.185,-0.020,0,121,117,0.223,0.552,0.014
488,2023-04-01,light-logging-spring-boot-starter,Middleware,Kotlin,Logging,BSD-3-Clause,Amazon,Maven Central,161,4455,536,17,45,179,10,7,265,0.171,0.047,47,0,4,0,0.637,0.383,1.000,0.550,1.048,1.011,0.933,1.073,1.000,183,161,161,0.139,-0.000,0,137,126,0.457,0.338,0.016
488,2023-05-01,light-logging-spring-boot-starter,Middleware,Kotlin,Logging,BSD-3-Clause,Amazon,Maven Central,164,4410,518,17,59,221,18,14,269,0.083,0.022,85,1,5,1,0.640,0.379,1.000,0.550,1.060,0.981,1.046,1.000,1.000,180,169,164,0.098,0.027,0,155,134,0.531,0.047,0.016
488,2023-06-01,light-logging-spring-boot-starter,Middleware,Kotlin,Logging,BSD-3-Clause,Amazon,Maven Central,165,4366,511,19,46,154,15,10,273,0.061,0.041,64,0,5,0,0.598,0.376,1.000,0.550,1.072,0.999,0.984,0.900,1.000,137,174,165,-0.173,0.050,0,164,142,-0.035,0.014,0.016
488,2023-07-01,light-logging-spring-boot-starter,Middleware,Kotlin,Logging,BSD-3-Clause,Amazon,Maven Central,183,4322,447,19,51,165,13,11,278,0.051,0.018,51,0,5,0,0.623,0.375,1.000,0.550,1.084,1.015,0.989,0.800,1.000,161,183,183,-0.123,0.000,0,171,154,-0.310,0.246,0.018
488,2023-08-01,light-logging-spring-boot-starter,Middleware,Kotlin,Logging,BSD-3-Clause,Amazon,Maven Central,180,4279,430,22,47,182,17,14,283,-0.016,0.043,75,2,7,1,0.608,0.374,1.000,0.550,1.096,1.002,1.001,0.727,1.000,169,180,180,-0.065,0.000,0,176,166,-0.382,-0.036,0.018
488,2023-09-01,light-logging-spring-boot-starter,Middleware,Kotlin,Logging,BSD-3-Clause,Amazon,Maven Central,137,4236,432,22,42,148,22,16,288,-0.048,0.044,111,1,8,1,0.583,0.375,1.000,0.550,1.108,0.981,1.047,0.700,1.000,174,137,137,0.269,0.000,0,167,165,-0.358,-0.517,0.013
488,2023-10-01,light-logging-spring-boot-starter,Middleware,Kotlin,Logging,BSD-3-Clause,Amazon,Maven Central,161,4194,514,22,54,193,13,11,292,0.036,0.011,69,0,8,0,0.566,0.377,1.000,0.550,1.120,1.011,1.098,0.727,1.000,161,161,161,0.000,0.000,0,159,165,-0.262,0.389,0.016
488,2023-11-01,light-logging-spring-boot-starter,Middleware,Kotlin,Logging,BSD-3-Clause,Amazon,Maven Central,169,4152,415,22,57,184,15,12,297,-0.052,0.057,70,0,8,0,0.569,0.380,1.000,0.550,1.132,1.011,1.050,0.800,1.000,169,169,169,0.000,0.000,0,155,166,-0.163,0.109,0.017
488,2023-12-01,light-logging-spring-boot-starter,Middleware,Kotlin,Logging,BSD-3-Clause,Amazon,Maven Central,174,4353,473,22,57,186,16,11,302,-0.028,0.013,79,0,8,0,0.545,0.384,1.000,0.550,1.144,1.005,1.023,0.900,1.000,174,174,174,0.000,0.000,0,168,167,0.442,0.065,0.017
489,2022-01-01,api-1489-spring-boot-starter,API,Rust,Code Analysis,LGPL-2.1,VMware,Crates.io,449,3896,421,49,41,143,6,5,4496,0.000,0.054,28,2,3,1,1.010,0.507,1.000,0.700,1.020,1.015,0.840,1.000,1.000,711,1011,952,0.586,1.255,1,0,0,0.000,0.000,0.043
489,2022-02-01,api-1489-spring-boot-starter,API,Rust,Code Analysis,LGPL-2.1,VMware,Crates.io,527,3857,481,49,38,126,7,5,4503,0.175,0.026,37,1,4,1,1.019,0.514,1.000,0.700,1.040,0.981,0.898,1.073,1.000,916,894,935,0.739,0.697,1,0,0,0.000,0.476,0.050
489,2022-03-01,api-1489-spring-boot-starter,API,Rust,Code Analysis,LGPL-2.1,VMware,Crates.io,638,3818,411,49,46,150,17,12,4520,0.211,0.012,80,0,4,0,1.070,0.519,1.000,0.700,1.060,1.000,0.994,1.100,1.000,891,896,888,0.395,0.403,1,538,0,0.000,0.593,0.060
489,2022-04-01,api-1489-spring-boot-starter,API,Rust,Code Analysis,LGPL-2.1,VMware,Crates.io,711,3780,400,49,52,191,6,5,4546,0.114,0.060,34,0,4,0,1.073,0.525,1.000,0.700,1.080,1.013,0.983,1.073,1.000,1011,853,1160,0.422,0.200,1,626,0,0.000,0.325,0.066
489,2022-05-01,api-1489-spring-boot-starter,API,Rust,Code Analysis,LGPL-2.1,VMware,Crates.io,916,3742,468,49,42,168,11,8,4593,0.288,0.039,57,0,4,0,1.091,0.529,1.000,0.700,1.100,0.985,0.998,1.000,1.000,894,834,1132,-0.024,-0.090,0,755,0,0.000,0.854,0.084
489,2022-06-01,api-1489-spring-boot-starter,API,Rust,Code Analysis,LGPL-2.1,VMware,Crates.io,891,3705,445,49,48,180,9,6,4637,-0.041,0.051,31,0,4,0,1.079,0.531,1.000,0.700,1.120,0.987,1.018,0.900,1.000,896,916,1076,0.006,0.029,0,839,689,0.000,-0.082,0.082
489,2022-07-01,api-1489-spring-boot-starter,API,Rust,Code Analysis,LGPL-2.1,VMware,Crates.io,1011,3668,447,49,49,176,9,7,4695,0.151,0.057,38,3,7,1,1.100,0.533,1.000,0.700,1.140,1.006,1.021,0.800,1.000,853,952,1027,-0.156,-0.059,0,939,782,-0.164,0.407,0.092
489,2022-08-01,api-1489-spring-boot-starter,API,Rust,Code Analysis,LGPL-2.1,VMware,Crates.io,894,3691,416,49,47,181,8,6,4741,-0.116,0.026,25,0,7,0,1.141,0.532,1.000,0.700,1.160,0.988,1.081,0.727,1.000,834,935,879,-0.067,0.046,0,932,844,-0.762,-0.342,0.082
489,2022-09-01,api-1489-spring-boot-starter,API,Rust,Code Analysis,LGPL-2.1,VMware,Crates.io,896,3654,435,49,54,176,11,9,4788,0.002,0.011,52,0,7,0,1.137,0.530,1.000,0.700,1.180,0.983,1.043,0.700,1.000,916,888,901,0.023,-0.009,0,934,887,-0.389,0.005,0.082
489,2022-10-01,api-1489-spring-boot-starter,API,Rust,Code Analysis,LGPL-2.1,VMware,Crates.io,853,3618,392,49,40,143,10,8,4831,-0.047,0.021,38,0,7,0,1.104,0.527,1.000,0.700,1.200,0.985,1.084,0.727,1.000,952,1160,935,0.116,0.359,1,881,910,-0.578,-0.139,0.079
489,2022-11-01,api-1489-spring-boot-starter,API,Rust,Code Analysis,LGPL-2.1,VMware,Crates.io,834,3581,369,49,49,169,6,5,4872,-0.022,0.011,23,0,7,0,1.137,0.523,1.000,0.700,1.220,1.006,1.025,0.800,1.000,935,1132,1067,0.121,0.357,1,861,897,-0.043,-0.065,0.077
489,2022-12-01,api-1489-spring-boot-starter,API,Rust,Code Analysis,LGPL-2.1,VMware,Crates.io,916,3546,410,49,40,142,9,7,4909,-0.043,0.018,31,0,7,0,1.134,0.517,1.000,0.700,1.240,0.987,1.043,0.900,1.000,888,1076,869,-0.031,0.175,1,868,901,0.017,0.291,0.084
489,2023-01-01,api-1489-spring-boot-starter,API,Rust,Code Analysis,LGPL-2.1,VMware,Crates.io,952,3510,401,49,41,169,8,6,4951,0.044,0.023,39,0,7,0,1.130,0.511,1.000,0.700,1.260,1.007,0.901,1.000,1.000,1160,1027,952,0.218,0.078,1,901,891,0.272,0.117,0.087
489,2023-02-01,api-1489-spring-boot-starter,API,Rust,Code Analysis,LGPL-2.1,VMware,Crates.io,935,3823,475,49,41,167,4,3,5004,0.123,0.060,24,0,7,0,1.089,0.505,1.000,0.700,1.280,0.983,0.873,1.073,1.000,1132,879,935,0.210,-0.060,0,934,898,0.188,-0.053,0.086
489,2023-03-01,api-1489-spring-boot-starter,API,Rust,Code Analysis,LGPL-2.1,VMware,Crates.io,888,3784,381,49,43,151,10,8,5052,-0.051,0.020,30,0,7,0,1.079,0.498,1.000,0.700,1.300,1.011,0.962,1.100,1.000,1076,901,888,0.212,0.015,0,925,896,-0.054,-0.150,0.082
