component_id,component_name,type,language,category,license,author,ecosystem,status,created_at,initial_quality,documentation_quality,has_website,has_examples,has_tutorials,has_ci,has_tests,contributors,forks,open_issues,closed_issues,dependencies,dependents
476,light-framework-1476-lib,Framework,Go,Caching,ISC,Amazon,Go Modules,Active,2022-06-16,0.602,0.443,0,1,1,0,1,36,119,59,203,24,1807
477,mini-tool-1477-api,Tool,C++,Big Data,Apache-2.0,JetBrains,Maven Central,Legacy,2018-05-16,0.512,0.417,1,0,1,0,0,38,885,6,333,29,3449
478,awesome-api-1478-client,API,Kotlin,Machine Learning,ISC,JetBrains,Maven Central,Legacy,2016-06-16,0.733,0.855,1,0,1,0,1,22,3,19,321,36,3491
479,middleware-1479-api,Middleware,Java,UI Components,MIT,Amazon,Maven Central,Active,2019-04-16,0.532,0.368,0,1,0,0,0,38,200,86,259,37,2283
480,micro-middleware-1480-lib,Middleware,TypeScript,Messaging,GPL-3.0,Google,npm,Legacy,2020-11-16,0.999,0.434,0,1,1,0,0,22,948,18,302,13,3688
481,light-middleware-1481-api,Middleware,Ruby,Documentation,Unlicense,Facebook,RubyGems,Experimental,2017-06-16,0.780,0.760,1,0,0,1,1,19,902,64,4,49,3469
482,fast-plugin-1482-core,Plugin,Go,UI Components,Unlicense,VMware,Go Modules,Experimental,2016-09-16,0.898,0.224,1,0,0,0,1,45,523,98,24,27,4680
483,super-library-1483,Library,JavaScript,Database Driver,GPL-3.0,Open Source Community,npm,Experimental,2019-11-16,0.921,0.768,1,0,1,1,0,6,214,10,498,14,4610
484,micro-web-framework,API,Java,Web Framework,BSD-3-Clause,University Research,Maven Central,Maintained,2018-06-16,0.600,0.376,0,1,1,0,0,45,171,98,131,15,3250
485,awesome-tool-1485,Tool,C#,Machine Learning,MPL-2.0,Amazon,NuGet,Maintained,2017-08-16,0.882,0.965,1,0,0,0,1,24,694,92,206,20,1954
486,template-1486-api,Template,Go,Caching,ISC,Eclipse Foundation,Go Modules,Legacy,2018-07-16,0.551,0.737,1,1,1,0,1,16,732,26,455,6,2527
487,mini-plugin-1487-api,Plugin,Kotlin,Build Tool,MPL-2.0,Eclipse Foundation,Maven Central,Legacy,2020-09-16,0.813,0.556,0,1,1,0,0,11,495,96,460,37,4120
488,light-logging-spring-boot-starter,Middleware,Kotlin,Logging,BSD-3-Clause,Amazon,Maven Central,Deprecated,2016-11-16,0.566,0.394,0,1,0,0,0,10,750,35,409,45,245
489,api-1489-spring-boot-starter,API,Rust,Code Analysis,LGPL-2.1,VMware,Crates.io,Maintained,2019-03-16,0.999,0.507,0,1,1,1,0,49,649,3,319,33,4496
490,fast-networking-client,Tool,C++,Networking,MPL-2.0,VMware,Maven Central,Stable,2021-12-16,0.604,0.875,0,1,0,1,1,36,160,6,338,33,323
491,micro-library-1491-utils,Library,JavaScript,Caching,GPL-3.0,University Research,npm,Legacy,2017-03-16,0.748,0.677,0,1,0,0,1,13,64,64,130,9,889
492,fast-api-1492-spring-boot-starter,API,Rust,Logging,Unlicense,Open Source Community,Crates.io,Legacy,2021-06-16,0.694,0.520,0,1,1,0,0,26,158,3,490,30,2619
493,easy-template-1493-spring-boot-starter,Template,Go,Documentation,GPL-3.0,Amazon,Go Modules,Legacy,2023-07-16,0.988,0.889,0,1,0,0,1,37,118,14,22,16,328
494,light-template-1494-api,Template,JavaScript,Utilities,EPL-2.0,University Research,npm,Deprecated,2016-12-16,0.988,0.486,0,1,1,0,0,26,889,88,231,35,743
495,mini-driver-1495-api,Driver,C#,Security,MPL-2.0,Amazon,NuGet,Experimental,2019-07-16,0.736,0.320,0,0,0,1,1,38,207,25,76,44,1143
496,micro-logging-lib,API,Java,Logging,Apache-2.0,Amazon,Maven Central,Stable,2022-08-16,0.616,0.596,0,0,1,0,1,60,124,37,91,4,4004
497,awesome-driver-1497-api,Driver,Python,Networking,AGPL-3.0,University Research,PyPI,Experimental,2022-07-16,0.534,0.778,0,0,1,1,1,50,677,5,239,18,3236
498,mini-tool-1498,Tool,Rust,Web Framework,ISC,University Research,Crates.io,Active,2021-09-16,0.611,0.331,1,1,0,0,0,48,301,76,141,30,3569
499,simple-ui-components-spring-boot-starter,Middleware,Java,UI Components,Apache-2.0,VMware,Maven Central,Experimental,2017-10-16,0.593,0.333,1,0,1,0,1,35,304,19,300,8,1337
500,mini-security-spring-boot-starter,Tool,Python,Security,Unlicense,VMware,PyPI,Maintained,2023-01-16,0.642,0.694,1,0,0,0,1,35,659,32,450,29,3086
